U+0023	#	['NUMBER', 'SIGN']
U+121E4	𒇤	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'TE', 'PLUS', 'A', 'PLUS', 'SU', 'PLUS', 'NA']
U+121E5	𒇥	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'U']
U+121E6	𒇦	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'U', 'PLUS', 'A']
U+121E7	𒇧	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'U', 'PLUS', 'U', 'PLUS', 'U']
U+121E8	𒇨	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'U2', 'PLUS', 'ASH']
U+121E9	𒇩	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'UD']
U+121EA	𒇪	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'USH']
U+121EB	𒇫	['CUNEIFORM', 'SIGN', 'LAGAB', 'SQUARED']
U+121EC	𒇬	['CUNEIFORM', 'SIGN', 'LAGAR']
U+121ED	𒇭	['CUNEIFORM', 'SIGN', 'LAGAR', 'TIMES', 'SHE']
U+121EE	𒇮	['CUNEIFORM', 'SIGN', 'LAGAR', 'TIMES', 'SHE', 'PLUS', 'SUM']
U+121EF	𒇯	['CUNEIFORM', 'SIGN', 'LAGAR', 'GUNU']
U+121F0	𒇰	['CUNEIFORM', 'SIGN', 'LAGAR', 'GUNU', 'OVER', 'LAGAR', 'GUNU', 'SHE']
U+121F1	𒇱	['CUNEIFORM', 'SIGN', 'LAHSHU']
U+121F2	𒇲	['CUNEIFORM', 'SIGN', 'LAL']
U+121F3	𒇳	['CUNEIFORM', 'SIGN', 'LAL', 'TIMES', 'LAL']
U+121F4	𒇴	['CUNEIFORM', 'SIGN', 'LAM']
U+121F5	𒇵	['CUNEIFORM', 'SIGN', 'LAM', 'TIMES', 'KUR']
U+121F6	𒇶	['CUNEIFORM', 'SIGN', 'LAM', 'TIMES', 'KUR', 'PLUS', 'RU']
U+121F7	𒇷	['CUNEIFORM', 'SIGN', 'LI']
U+121F8	𒇸	['CUNEIFORM', 'SIGN', 'LIL']
U+121F9	𒇹	['CUNEIFORM', 'SIGN', 'LIMMU2']
U+121FA	𒇺	['CUNEIFORM', 'SIGN', 'LISH']
U+121FB	𒇻	['CUNEIFORM', 'SIGN', 'LU']
U+121FC	𒇼	['CUNEIFORM', 'SIGN', 'LU', 'TIMES', 'BAD']
U+121FD	𒇽	['CUNEIFORM', 'SIGN', 'LU2']
U+121FE	𒇾	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'AL']
U+121FF	𒇿	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'BAD']
U+12200	𒈀	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'ESH2']
U+12201	𒈁	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'ESH2', 'TENU']
U+12202	𒈂	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'GAN2', 'TENU']
U+12203	𒈃	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'HI', 'TIMES', 'BAD']
U+12204	𒈄	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'IM']
U+12205	𒈅	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'KAD2']
U+12206	𒈆	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'KAD3']
U+12207	𒈇	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'KAD3', 'PLUS', 'ASH']
U+12208	𒈈	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'KI']
U+12209	𒈉	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'LA', 'PLUS', 'ASH']
U+1220A	𒈊	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'LAGAB']
U+1220B	𒈋	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'ME', 'PLUS', 'EN']
U+1220C	𒈌	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'NE']
U+1220D	𒈍	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'NU']
U+1220E	𒈎	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'SI', 'PLUS', 'ASH']
U+1220F	𒈏	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'SIK2', 'PLUS', 'BU']
U+12210	𒈐	['CUNEIFORM', 'SIGN', 'LU2', 'TIMES', 'TUG2']
U+12211	𒈑	['CUNEIFORM', 'SIGN', 'LU2', 'TENU']
U+12212	𒈒	['CUNEIFORM', 'SIGN', 'LU2', 'CROSSING', 'LU2']
U+12213	𒈓	['CUNEIFORM', 'SIGN', 'LU2', 'OPPOSING', 'LU2']
U+12214	𒈔	['CUNEIFORM', 'SIGN', 'LU2', 'SQUARED']
U+12215	𒈕	['CUNEIFORM', 'SIGN', 'LU2', 'SHESHIG']
U+12216	𒈖	['CUNEIFORM', 'SIGN', 'LU3']
U+12217	𒈗	['CUNEIFORM', 'SIGN', 'LUGAL']
U+12218	𒈘	['CUNEIFORM', 'SIGN', 'LUGAL', 'OVER', 'LUGAL']
U+12219	𒈙	['CUNEIFORM', 'SIGN', 'LUGAL', 'OPPOSING', 'LUGAL']
U+1221A	𒈚	['CUNEIFORM', 'SIGN', 'LUGAL', 'SHESHIG']
U+1221B	𒈛	['CUNEIFORM', 'SIGN', 'LUH']
U+1221C	𒈜	['CUNEIFORM', 'SIGN', 'LUL']
U+1221D	𒈝	['CUNEIFORM', 'SIGN', 'LUM']
U+1221E	𒈞	['CUNEIFORM', 'SIGN', 'LUM', 'OVER', 'LUM']
U+1221F	𒈟	['CUNEIFORM', 'SIGN', 'LUM', 'OVER', 'LUM', 'GAR', 'OVER', 'GAR']
U+12220	𒈠	['CUNEIFORM', 'SIGN', 'MA']
U+12221	𒈡	['CUNEIFORM', 'SIGN', 'MA', 'TIMES', 'TAK4']
U+12222	𒈢	['CUNEIFORM', 'SIGN', 'MA', 'GUNU']
U+12223	𒈣	['CUNEIFORM', 'SIGN', 'MA2']
U+12224	𒈤	['CUNEIFORM', 'SIGN', 'MAH']
U+12225	𒈥	['CUNEIFORM', 'SIGN', 'MAR']
U+12226	𒈦	['CUNEIFORM', 'SIGN', 'MASH']
U+12227	𒈧	['CUNEIFORM', 'SIGN', 'MASH2']
U+12228	𒈨	['CUNEIFORM', 'SIGN', 'ME']
U+12229	𒈩	['CUNEIFORM', 'SIGN', 'MES']
U+1222A	𒈪	['CUNEIFORM', 'SIGN', 'MI']
U+1222B	𒈫	['CUNEIFORM', 'SIGN', 'MIN']
U+1222C	𒈬	['CUNEIFORM', 'SIGN', 'MU']
U+1222D	𒈭	['CUNEIFORM', 'SIGN', 'MU', 'OVER', 'MU']
U+1222E	𒈮	['CUNEIFORM', 'SIGN', 'MUG']
U+1222F	𒈯	['CUNEIFORM', 'SIGN', 'MUG', 'GUNU']
U+12230	𒈰	['CUNEIFORM', 'SIGN', 'MUNSUB']
U+12231	𒈱	['CUNEIFORM', 'SIGN', 'MURGU2']
U+12232	𒈲	['CUNEIFORM', 'SIGN', 'MUSH']
U+12233	𒈳	['CUNEIFORM', 'SIGN', 'MUSH', 'TIMES', 'A']
U+12234	𒈴	['CUNEIFORM', 'SIGN', 'MUSH', 'TIMES', 'KUR']
U+12235	𒈵	['CUNEIFORM', 'SIGN', 'MUSH', 'TIMES', 'ZA']
U+12236	𒈶	['CUNEIFORM', 'SIGN', 'MUSH', 'OVER', 'MUSH']
U+12237	𒈷	['CUNEIFORM', 'SIGN', 'MUSH', 'OVER', 'MUSH', 'TIMES', 'A', 'PLUS', 'NA']
U+12238	𒈸	['CUNEIFORM', 'SIGN', 'MUSH', 'CROSSING', 'MUSH']
U+12239	𒈹	['CUNEIFORM', 'SIGN', 'MUSH3']
U+1223A	𒈺	['CUNEIFORM', 'SIGN', 'MUSH3', 'TIMES', 'A']
U+1223B	𒈻	['CUNEIFORM', 'SIGN', 'MUSH3', 'TIMES', 'A', 'PLUS', 'DI']
U+1223C	𒈼	['CUNEIFORM', 'SIGN', 'MUSH3', 'TIMES', 'DI']
U+1223D	𒈽	['CUNEIFORM', 'SIGN', 'MUSH3', 'GUNU']
U+1223E	𒈾	['CUNEIFORM', 'SIGN', 'NA']
U+1223F	𒈿	['CUNEIFORM', 'SIGN', 'NA2']
U+12240	𒉀	['CUNEIFORM', 'SIGN', 'NAGA']
U+12241	𒉁	['CUNEIFORM', 'SIGN', 'NAGA', 'INVERTED']
U+12242	𒉂	['CUNEIFORM', 'SIGN', 'NAGA', 'TIMES', 'SHU', 'TENU']
U+12243	𒉃	['CUNEIFORM', 'SIGN', 'NAGA', 'OPPOSING', 'NAGA']
U+12244	𒉄	['CUNEIFORM', 'SIGN', 'NAGAR']
U+12245	𒉅	['CUNEIFORM', 'SIGN', 'NAM', 'NUTILLU']
U+12246	𒉆	['CUNEIFORM', 'SIGN', 'NAM']
U+12247	𒉇	['CUNEIFORM', 'SIGN', 'NAM2']
U+12248	𒉈	['CUNEIFORM', 'SIGN', 'NE']
U+12249	𒉉	['CUNEIFORM', 'SIGN', 'NE', 'TIMES', 'A']
U+1224A	𒉊	['CUNEIFORM', 'SIGN', 'NE', 'TIMES', 'UD']
U+1224B	𒉋	['CUNEIFORM', 'SIGN', 'NE', 'SHESHIG']
U+1224C	𒉌	['CUNEIFORM', 'SIGN', 'NI']
U+1224D	𒉍	['CUNEIFORM', 'SIGN', 'NI', 'TIMES', 'E']
U+1224E	𒉎	['CUNEIFORM', 'SIGN', 'NI2']
U+1224F	𒉏	['CUNEIFORM', 'SIGN', 'NIM']
U+12250	𒉐	['CUNEIFORM', 'SIGN', 'NIM', 'TIMES', 'GAN2', 'TENU']
U+12251	𒉑	['CUNEIFORM', 'SIGN', 'NIM', 'TIMES', 'GAR', 'PLUS', 'GAN2', 'TENU']
U+12252	𒉒	['CUNEIFORM', 'SIGN', 'NINDA2']
U+12253	𒉓	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'AN']
U+12254	𒉔	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'ASH']
U+12255	𒉕	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'ASH', 'PLUS', 'ASH']
U+12256	𒉖	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'GUD']
U+12257	𒉗	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'ME', 'PLUS', 'GAN2', 'TENU']
U+12258	𒉘	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'NE']
U+12259	𒉙	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'NUN']
U+1225A	𒉚	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'SHE']
U+1225B	𒉛	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'SHE', 'PLUS', 'A', 'AN']
U+1225C	𒉜	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'SHE', 'PLUS', 'ASH']
U+1225D	𒉝	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'SHE', 'PLUS', 'ASH', 'PLUS', 'ASH']
U+1225E	𒉞	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'U2', 'PLUS', 'ASH']
U+1225F	𒉟	['CUNEIFORM', 'SIGN', 'NINDA2', 'TIMES', 'USH']
U+12260	𒉠	['CUNEIFORM', 'SIGN', 'NISAG']
U+12261	𒉡	['CUNEIFORM', 'SIGN', 'NU']
U+12262	𒉢	['CUNEIFORM', 'SIGN', 'NU11']
U+12263	𒉣	['CUNEIFORM', 'SIGN', 'NUN']
U+12264	𒉤	['CUNEIFORM', 'SIGN', 'NUN', 'LAGAR', 'TIMES', 'GAR']
U+12265	𒉥	['CUNEIFORM', 'SIGN', 'NUN', 'LAGAR', 'TIMES', 'MASH']
U+12266	𒉦	['CUNEIFORM', 'SIGN', 'NUN', 'LAGAR', 'TIMES', 'SAL']
U+12267	𒉧	['CUNEIFORM', 'SIGN', 'NUN', 'LAGAR', 'TIMES', 'SAL', 'OVER', 'NUN', 'LAGAR', 'TIMES', 'SAL']
U+12268	𒉨	['CUNEIFORM', 'SIGN', 'NUN', 'LAGAR', 'TIMES', 'USH']
U+12269	𒉩	['CUNEIFORM', 'SIGN', 'NUN', 'TENU']
U+1226A	𒉪	['CUNEIFORM', 'SIGN', 'NUN', 'OVER', 'NUN']
U+1226B	𒉫	['CUNEIFORM', 'SIGN', 'NUN', 'CROSSING', 'NUN']
U+1226C	𒉬	['CUNEIFORM', 'SIGN', 'NUN', 'CROSSING', 'NUN', 'LAGAR', 'OVER', 'LAGAR']
U+1226D	𒉭	['CUNEIFORM', 'SIGN', 'NUNUZ']
U+1226E	𒉮	['CUNEIFORM', 'SIGN', 'NUNUZ', 'AB2', 'TIMES', 'ASHGAB']
U+1226F	𒉯	['CUNEIFORM', 'SIGN', 'NUNUZ', 'AB2', 'TIMES', 'BI']
U+12270	𒉰	['CUNEIFORM', 'SIGN', 'NUNUZ', 'AB2', 'TIMES', 'DUG']
U+12271	𒉱	['CUNEIFORM', 'SIGN', 'NUNUZ', 'AB2', 'TIMES', 'GUD']
U+12272	𒉲	['CUNEIFORM', 'SIGN', 'NUNUZ', 'AB2', 'TIMES', 'IGI', 'GUNU']
U+12273	𒉳	['CUNEIFORM', 'SIGN', 'NUNUZ', 'AB2', 'TIMES', 'KAD3']
U+12274	𒉴	['CUNEIFORM', 'SIGN', 'NUNUZ', 'AB2', 'TIMES', 'LA']
U+12275	𒉵	['CUNEIFORM', 'SIGN', 'NUNUZ', 'AB2', 'TIMES', 'NE']
U+12276	𒉶	['CUNEIFORM', 'SIGN', 'NUNUZ', 'AB2', 'TIMES', 'SILA3']
U+12277	𒉷	['CUNEIFORM', 'SIGN', 'NUNUZ', 'AB2', 'TIMES', 'U2']
U+12278	𒉸	['CUNEIFORM', 'SIGN', 'NUNUZ', 'KISIM5', 'TIMES', 'BI']
U+12279	𒉹	['CUNEIFORM', 'SIGN', 'NUNUZ', 'KISIM5', 'TIMES', 'BI', 'U']
U+1227A	𒉺	['CUNEIFORM', 'SIGN', 'PA']
U+1227B	𒉻	['CUNEIFORM', 'SIGN', 'PAD']
U+1227C	𒉼	['CUNEIFORM', 'SIGN', 'PAN']
U+1227D	𒉽	['CUNEIFORM', 'SIGN', 'PAP']
U+1227E	𒉾	['CUNEIFORM', 'SIGN', 'PESH2']
U+1227F	𒉿	['CUNEIFORM', 'SIGN', 'PI']
U+12280	𒊀	['CUNEIFORM', 'SIGN', 'PI', 'TIMES', 'A']
U+12281	𒊁	['CUNEIFORM', 'SIGN', 'PI', 'TIMES', 'AB']
U+12282	𒊂	['CUNEIFORM', 'SIGN', 'PI', 'TIMES', 'BI']
U+12283	𒊃	['CUNEIFORM', 'SIGN', 'PI', 'TIMES', 'BU']
U+12284	𒊄	['CUNEIFORM', 'SIGN', 'PI', 'TIMES', 'E']
U+12285	𒊅	['CUNEIFORM', 'SIGN', 'PI', 'TIMES', 'I']
U+12286	𒊆	['CUNEIFORM', 'SIGN', 'PI', 'TIMES', 'IB']
U+12287	𒊇	['CUNEIFORM', 'SIGN', 'PI', 'TIMES', 'U']
U+12288	𒊈	['CUNEIFORM', 'SIGN', 'PI', 'TIMES', 'U2']
U+12289	𒊉	['CUNEIFORM', 'SIGN', 'PI', 'CROSSING', 'PI']
U+1228A	𒊊	['CUNEIFORM', 'SIGN', 'PIRIG']
U+1228B	𒊋	['CUNEIFORM', 'SIGN', 'PIRIG', 'TIMES', 'KAL']
U+1228C	𒊌	['CUNEIFORM', 'SIGN', 'PIRIG', 'TIMES', 'UD']
U+1228D	𒊍	['CUNEIFORM', 'SIGN', 'PIRIG', 'TIMES', 'ZA']
U+1228E	𒊎	['CUNEIFORM', 'SIGN', 'PIRIG', 'OPPOSING', 'PIRIG']
U+1228F	𒊏	['CUNEIFORM', 'SIGN', 'RA']
U+12290	𒊐	['CUNEIFORM', 'SIGN', 'RAB']
U+12291	𒊑	['CUNEIFORM', 'SIGN', 'RI']
U+12292	𒊒	['CUNEIFORM', 'SIGN', 'RU']
U+12293	𒊓	['CUNEIFORM', 'SIGN', 'SA']
U+12294	𒊔	['CUNEIFORM', 'SIGN', 'SAG', 'NUTILLU']
U+12295	𒊕	['CUNEIFORM', 'SIGN', 'SAG']
U+12296	𒊖	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'A']
U+12297	𒊗	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'DU']
U+12298	𒊘	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'DUB']
U+12299	𒊙	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'HA']
U+1229A	𒊚	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'KAK']
U+1229B	𒊛	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'KUR']
U+1229C	𒊜	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'LUM']
U+1229D	𒊝	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'MI']
U+1229E	𒊞	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'NUN']
U+1229F	𒊟	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'SAL']
U+122A0	𒊠	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'SHID']
U+122A1	𒊡	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'TAB']
U+122A2	𒊢	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'U2']
U+122A3	𒊣	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'UB']
U+122A4	𒊤	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'UM']
U+122A5	𒊥	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'UR']
U+122A6	𒊦	['CUNEIFORM', 'SIGN', 'SAG', 'TIMES', 'USH']
U+122A7	𒊧	['CUNEIFORM', 'SIGN', 'SAG', 'OVER', 'SAG']
U+122A8	𒊨	['CUNEIFORM', 'SIGN', 'SAG', 'GUNU']
U+122A9	𒊩	['CUNEIFORM', 'SIGN', 'SAL']
U+122AA	𒊪	['CUNEIFORM', 'SIGN', 'SAL', 'LAGAB', 'TIMES', 'ASH2']
U+122AB	𒊫	['CUNEIFORM', 'SIGN', 'SANGA2']
U+122AC	𒊬	['CUNEIFORM', 'SIGN', 'SAR']
U+122AD	𒊭	['CUNEIFORM', 'SIGN', 'SHA']
U+122AE	𒊮	['CUNEIFORM', 'SIGN', 'SHA3']
U+122AF	𒊯	['CUNEIFORM', 'SIGN', 'SHA3', 'TIMES', 'A']
U+122B0	𒊰	['CUNEIFORM', 'SIGN', 'SHA3', 'TIMES', 'BAD']
U+122B1	𒊱	['CUNEIFORM', 'SIGN', 'SHA3', 'TIMES', 'GISH']
U+122B2	𒊲	['CUNEIFORM', 'SIGN', 'SHA3', 'TIMES', 'NE']
U+122B3	𒊳	['CUNEIFORM', 'SIGN', 'SHA3', 'TIMES', 'SHU2']
U+122B4	𒊴	['CUNEIFORM', 'SIGN', 'SHA3', 'TIMES', 'TUR']
U+122B5	𒊵	['CUNEIFORM', 'SIGN', 'SHA3', 'TIMES', 'U']
U+122B6	𒊶	['CUNEIFORM', 'SIGN', 'SHA3', 'TIMES', 'U', 'PLUS', 'A']
U+122B7	𒊷	['CUNEIFORM', 'SIGN', 'SHA6']
U+122B8	𒊸	['CUNEIFORM', 'SIGN', 'SHAB6']
U+122B9	𒊹	['CUNEIFORM', 'SIGN', 'SHAR2']
U+122BA	𒊺	['CUNEIFORM', 'SIGN', 'SHE']
U+122BB	𒊻	['CUNEIFORM', 'SIGN', 'SHE', 'HU']
U+122BC	𒊼	['CUNEIFORM', 'SIGN', 'SHE', 'OVER', 'SHE', 'GAD', 'OVER', 'GAD', 'GAR', 'OVER', 'GAR']
U+122BD	𒊽	['CUNEIFORM', 'SIGN', 'SHE', 'OVER', 'SHE', 'TAB', 'OVER', 'TAB', 'GAR', 'OVER', 'GAR']
U+122BE	𒊾	['CUNEIFORM', 'SIGN', 'SHEG9']
U+122BF	𒊿	['CUNEIFORM', 'SIGN', 'SHEN']
U+122C0	𒋀	['CUNEIFORM', 'SIGN', 'SHESH']
U+122C1	𒋁	['CUNEIFORM', 'SIGN', 'SHESH2']
U+122C2	𒋂	['CUNEIFORM', 'SIGN', 'SHESHLAM']
U+122C3	𒋃	['CUNEIFORM', 'SIGN', 'SHID']
U+122C4	𒋄	['CUNEIFORM', 'SIGN', 'SHID', 'TIMES', 'A']
U+122C5	𒋅	['CUNEIFORM', 'SIGN', 'SHID', 'TIMES', 'IM']
U+122C6	𒋆	['CUNEIFORM', 'SIGN', 'SHIM']
U+122C7	𒋇	['CUNEIFORM', 'SIGN', 'SHIM', 'TIMES', 'A']
U+122C8	𒋈	['CUNEIFORM', 'SIGN', 'SHIM', 'TIMES', 'BAL']
U+122C9	𒋉	['CUNEIFORM', 'SIGN', 'SHIM', 'TIMES', 'BULUG']
U+122CA	𒋊	['CUNEIFORM', 'SIGN', 'SHIM', 'TIMES', 'DIN']
U+122CB	𒋋	['CUNEIFORM', 'SIGN', 'SHIM', 'TIMES', 'GAR']
U+122CC	𒋌	['CUNEIFORM', 'SIGN', 'SHIM', 'TIMES', 'IGI']
U+122CD	𒋍	['CUNEIFORM', 'SIGN', 'SHIM', 'TIMES', 'IGI', 'GUNU']
U+122CE	𒋎	['CUNEIFORM', 'SIGN', 'SHIM', 'TIMES', 'KUSHU2']
U+122CF	𒋏	['CUNEIFORM', 'SIGN', 'SHIM', 'TIMES', 'LUL']
U+122D0	𒋐	['CUNEIFORM', 'SIGN', 'SHIM', 'TIMES', 'MUG']
U+122D1	𒋑	['CUNEIFORM', 'SIGN', 'SHIM', 'TIMES', 'SAL']
U+122D2	𒋒	['CUNEIFORM', 'SIGN', 'SHINIG']
U+122D3	𒋓	['CUNEIFORM', 'SIGN', 'SHIR']
U+122D4	𒋔	['CUNEIFORM', 'SIGN', 'SHIR', 'TENU']
U+122D5	𒋕	['CUNEIFORM', 'SIGN', 'SHIR', 'OVER', 'SHIR', 'BUR', 'OVER', 'BUR']
U+122D6	𒋖	['CUNEIFORM', 'SIGN', 'SHITA']
U+122D7	𒋗	['CUNEIFORM', 'SIGN', 'SHU']
U+122D8	𒋘	['CUNEIFORM', 'SIGN', 'SHU', 'OVER', 'INVERTED', 'SHU']
U+122D9	𒋙	['CUNEIFORM', 'SIGN', 'SHU2']
U+122DA	𒋚	['CUNEIFORM', 'SIGN', 'SHUBUR']
U+122DB	𒋛	['CUNEIFORM', 'SIGN', 'SI']
U+122DC	𒋜	['CUNEIFORM', 'SIGN', 'SI', 'GUNU']
U+122DD	𒋝	['CUNEIFORM', 'SIGN', 'SIG']
U+122DE	𒋞	['CUNEIFORM', 'SIGN', 'SIG4']
U+122DF	𒋟	['CUNEIFORM', 'SIGN', 'SIG4', 'OVER', 'SIG4', 'SHU2']
U+122E0	𒋠	['CUNEIFORM', 'SIGN', 'SIK2']
U+122E1	𒋡	['CUNEIFORM', 'SIGN', 'SILA3']
U+122E2	𒋢	['CUNEIFORM', 'SIGN', 'SU']
U+122E3	𒋣	['CUNEIFORM', 'SIGN', 'SU', 'OVER', 'SU']
U+122E4	𒋤	['CUNEIFORM', 'SIGN', 'SUD']
U+122E5	𒋥	['CUNEIFORM', 'SIGN', 'SUD2']
U+122E6	𒋦	['CUNEIFORM', 'SIGN', 'SUHUR']
U+122E7	𒋧	['CUNEIFORM', 'SIGN', 'SUM']
U+122E8	𒋨	['CUNEIFORM', 'SIGN', 'SUMASH']
U+122E9	𒋩	['CUNEIFORM', 'SIGN', 'SUR']
U+122EA	𒋪	['CUNEIFORM', 'SIGN', 'SUR9']
U+122EB	𒋫	['CUNEIFORM', 'SIGN', 'TA']
U+122EC	𒋬	['CUNEIFORM', 'SIGN', 'TA', 'ASTERISK']
U+122ED	𒋭	['CUNEIFORM', 'SIGN', 'TA', 'TIMES', 'HI']
U+122EE	𒋮	['CUNEIFORM', 'SIGN', 'TA', 'TIMES', 'MI']
U+122EF	𒋯	['CUNEIFORM', 'SIGN', 'TA', 'GUNU']
U+122F0	𒋰	['CUNEIFORM', 'SIGN', 'TAB']
U+122F1	𒋱	['CUNEIFORM', 'SIGN', 'TAB', 'OVER', 'TAB', 'NI', 'OVER', 'NI', 'DISH', 'OVER', 'DISH']
U+122F2	𒋲	['CUNEIFORM', 'SIGN', 'TAB', 'SQUARED']
U+122F3	𒋳	['CUNEIFORM', 'SIGN', 'TAG']
U+122F4	𒋴	['CUNEIFORM', 'SIGN', 'TAG', 'TIMES', 'BI']
U+122F5	𒋵	['CUNEIFORM', 'SIGN', 'TAG', 'TIMES', 'GUD']
U+122F6	𒋶	['CUNEIFORM', 'SIGN', 'TAG', 'TIMES', 'SHE']
U+122F7	𒋷	['CUNEIFORM', 'SIGN', 'TAG', 'TIMES', 'SHU']
U+122F8	𒋸	['CUNEIFORM', 'SIGN', 'TAG', 'TIMES', 'TUG2']
U+122F9	𒋹	['CUNEIFORM', 'SIGN', 'TAG', 'TIMES', 'UD']
U+122FA	𒋺	['CUNEIFORM', 'SIGN', 'TAK4']
U+122FB	𒋻	['CUNEIFORM', 'SIGN', 'TAR']
U+122FC	𒋼	['CUNEIFORM', 'SIGN', 'TE']
U+122FD	𒋽	['CUNEIFORM', 'SIGN', 'TE', 'GUNU']
U+122FE	𒋾	['CUNEIFORM', 'SIGN', 'TI']
U+122FF	𒋿	['CUNEIFORM', 'SIGN', 'TI', 'TENU']
U+12300	𒌀	['CUNEIFORM', 'SIGN', 'TIL']
U+12301	𒌁	['CUNEIFORM', 'SIGN', 'TIR']
U+12302	𒌂	['CUNEIFORM', 'SIGN', 'TIR', 'TIMES', 'TAK4']
U+12303	𒌃	['CUNEIFORM', 'SIGN', 'TIR', 'OVER', 'TIR']
U+12304	𒌄	['CUNEIFORM', 'SIGN', 'TIR', 'OVER', 'TIR', 'GAD', 'OVER', 'GAD', 'GAR', 'OVER', 'GAR']
U+12305	𒌅	['CUNEIFORM', 'SIGN', 'TU']
U+12306	𒌆	['CUNEIFORM', 'SIGN', 'TUG2']
U+12307	𒌇	['CUNEIFORM', 'SIGN', 'TUK']
U+12308	𒌈	['CUNEIFORM', 'SIGN', 'TUM']
U+12309	𒌉	['CUNEIFORM', 'SIGN', 'TUR']
U+1230A	𒌊	['CUNEIFORM', 'SIGN', 'TUR', 'OVER', 'TUR', 'ZA', 'OVER', 'ZA']
U+1230B	𒌋	['CUNEIFORM', 'SIGN', 'U']
U+1230C	𒌌	['CUNEIFORM', 'SIGN', 'U', 'GUD']
U+1230D	𒌍	['CUNEIFORM', 'SIGN', 'U', 'U', 'U']
U+1230E	𒌎	['CUNEIFORM', 'SIGN', 'U', 'OVER', 'U', 'PA', 'OVER', 'PA', 'GAR', 'OVER', 'GAR']
U+1230F	𒌏	['CUNEIFORM', 'SIGN', 'U', 'OVER', 'U', 'SUR', 'OVER', 'SUR']
U+12310	𒌐	['CUNEIFORM', 'SIGN', 'U', 'OVER', 'U', 'U', 'REVERSED', 'OVER', 'U', 'REVERSED']
U+12311	𒌑	['CUNEIFORM', 'SIGN', 'U2']
U+12312	𒌒	['CUNEIFORM', 'SIGN', 'UB']
U+12313	𒌓	['CUNEIFORM', 'SIGN', 'UD']
U+12314	𒌔	['CUNEIFORM', 'SIGN', 'UD', 'KUSHU2']
U+12315	𒌕	['CUNEIFORM', 'SIGN', 'UD', 'TIMES', 'BAD']
U+12316	𒌖	['CUNEIFORM', 'SIGN', 'UD', 'TIMES', 'MI']
